title,tag,artist,year,image,views,lyrics,id
Right In The Middle,country,John Morgan US,2022,No image found,1722,"[Verse 1]\nWe're two minutes in, to a three minutes song\n'oughta feel right, but right now, it don't\nShe's leaning in like she wants to kiss\nBut I don't know if I'm ready for this\nShe's dressed to kiss, she's a small town stunt\nThere ain't a reason that I shouldn't want to pull her on in\nBut it ain't that simple when you're right in the middle\nRight in the middle of\n\n[Chorus]\nA blue eyes memory and the summer rain\nYou and me and Petty singing ""Mary Jane""\nMaking more than smoke rings  in the dark\nStole my Tarheels hoodie and a piece of my heart\nWhen I closе my eyes it's like a moviе playin'\nThose goodbye baby tail lights fadin'\nGuess what I'm sayin' is moving on\nA little hard to do when\nI'm right in the middle\nRight in the middle of lovin' you\nGirl, I'm still right in the middle\nRight in the middle of loving you\n[Verse 2]\nAre you happy now? Are you glad you left?\nAre you settling in with somebody you met?\nIf you found a way to give me any ahead\nGirl, tell me how cause I'm hung up as hell\n\n[Chorus]\nA blue eyes memory and the summer rain\nYou and me and Petty singing ""Mary Jane""\nMaking more than smoke rings  in the dark\nStole my Tarheels hoodie and a piece of my heart\nWhen I close my eyes it's like a movie playin'\nThose goodbye baby tail lights fadin'\nGuess what I'm sayin' is moving on\nA little hard to do when\nI'm right in the middle\nRight in the middle of lovin' you\nGirl, I'm still right in the middle\nRight in the middle of loving you\n\n[Bridge]\nYeah, I've been trying like hell\nBut it ain't simple\nStanding right in the middle, right in the middle of\n\n[Chorus]\nA blue eyes memory and the summer rain\nYou and me and Petty singing ""Mary Jane""\nMaking more than smoke rings  in the dark\nStole my Tarheels hoodie and a piece of my heart\nWhen I close my eyes it's like a movie playin'\nThose goodbye baby tail lights fadin'\nGuess what I'm sayin' is moving on\nA little hard to do when\nI'm right in the middle\nRight in the middle of lovin' you\nGirl, I'm still right in the middle\nRight in the middle of loving you\n[Outro]\nGirl, I'm still right in the middle\nRight in the middle of loving you, oh yeah\nI'm still right in the middle\nRight in the middle of loving you\nGirl, I'm still right in the middle\nRight in the middle of loving you",7916430
Rollercoaster,rb,Josh Panda,2022,https://images.genius.com/75ec269f15581a0f3ace0076a368543f.600x600x1.jpg,256,"[Intro]\nOoh\n\n[Verse 1]\nAnd don't you ever give up\nDon't you never let 'em get the best of you\nWhen it's up to you, stay strong\nLay it all on the line\nAnd don't you ever give in\nGotta dig a little deeper when the hill is getting steeper\nYou don't wanna be the leader\nAnd it feels like it's too hard to climb (Yeah)\n[Pre-Chorus]\nCount your blessings\nCount your friends\nWhen life gets twisted, you can count on them\nThrow your hands up\nClose your eyes\nYou got your ticket, now enjoy the ride\n\n[Chorus]\nSometimes you're up\nSometimes you're down ('Round and around and we're feeling like we're getting closer)\nSometimes you're in\nSometimes you're out ('Round and around and your life is like a roller coaster)\n\n[Post-Chorus]\nOoh\nOoh\nYeah, yeah\n\n[Verse 2]\nIt's a very fine line\n'Tween feeling like you wanna laugh or you wanna cry\nI'm fine\nGuess it's gonna be alright\nAnd if we only went up\nThen we'd never get the feeling of the freedom when you're falling\nAnd you'd never hit the bottom\nOh, baby, better hold on tight (Ooh)\n[Pre-Chorus]\nCount your blessings\nCount your friends\nWhen life gets twisted, you can count on them\nThrow your hands up\nTo the sky\nYou got your ticket, now enjoy the ride\n\n[Chorus]\nSometimes you're up\nSometimes you're down ('Round and around and we're feeling like we're getting closer)\nSometimes you're in\nSometimes you're out ('Round and around and your life is like a roller coaster)\n\n[Bridge]\nAnd when you finally get to the top\nJust look around and prepare for the drop\nYou're only there a millisecond, there's no time for second-guessing\nWoah, woah, woah, woah, woah\n\n[Chorus]\nSometimes you're up\nSometimes you're down ('Round and around and we're feeling like we're getting closer)\nSometimes you're in\nSometimes you're out ('Round and around and your life is like a roller coaster)\nSometimes you're up\nSometimes you're down ('Round and around and we're feeling like we're getting closer)\nSometimes you're in\nSometimes you're out ('Round and around and your life is like a roller coaster)",7916431
Full Circle,rb,Tenelle,2022,https://images.genius.com/c2c5db6a09231ed12e079894c252f3fe.1000x1000x1.png,747,[ ]\nPray for the ones that we got\nAnd,7916432
Lifeline,rb,Justin Jesso,2022,https://images.genius.com/d215cef08de326e8969461b8afe14076.600x600x1.jpg,114,"[Intro]\nI feel like I'm floating\nLost in your ocean\nCan you throw me a lifeline baby?\nSomething I can hold onto\n\n[Verse 1]\nFor a while, I could sleep in the cold\nThinking I was comfortable\nLying in bed\nLying to myself again\nAnd I really tried to move on\nBut I can admit when I'm wrong\nLying in bed\nAnd I'm not myself\n[Chorus]\nI feel like I'm floating, lost in your ocean\nCan you throw me a lifeline baby?\nCan you throw me a lifeline baby?\nSomething I can hold onto\nWanna feel like I'm flying, ooh I've been trying\nCan you throw me a lifeline baby?\nCan we last?\nIt's a lifetime baby\nSomething I can hold onto\n\n[Verse 2]\nCan I take back the things that I said?\nIs there somebody else in your bеd?\nAm I too late?\nTo fix our broken hearts\n\n[Pre-Chorus]\nI can't gеt you out of my head\nI'd rather be wrong than regret\nCan we start again, can we start again\nCan we start again?\n\n[Chorus]\nI feel like I'm floating, lost in your ocean\nCan you throw me a lifeline baby?\nCan you throw me a lifeline baby?\nSomething I can hold onto\nWanna feel like I'm flying, ooh I've been trying\nCan you throw me a lifeline baby?\nCan we last?\nIt's a lifetime baby\nSomething I can hold onto\n[Bridge]\nGive me something to hold onto\nGive me something to hold onto\nGive me something, something\nCan you throw me a lifeline baby?\n\n[Chorus]\nI feel like I'm floating, lost in your ocean (yeah, yeah, yeah, yeah, yeah)\nCan you throw me a lifeline baby? (Whoa-oh-oh)\nCan you throw me a lifeline baby?\nSomething I can hold onto\nWanna feel like I'm flying, ooh I've been trying\nCan you throw me a lifeline baby?\nCan we last?\nIt's a lifetime baby\nSomething I can hold onto",7916436
Raised On Red,country,Heath Sanders,2022,https://images.genius.com/1021d7e75da558b40bf45a4c4bf22b34.500x500x1.jpg,655,"[Verse 1: Heath Sanders]\nThe good Lord could've chose any color to paint the sky where the sunset sits\nThe good book yeah he makes sure its on every word that was ever his\nIt comes right before white and blue I ain’t ever heard it any other way\n\n[Chorus: Heath Sanders]\nRed\nRed on the back of my neck\nRed clay stained on my Chevrolet, caked on these boots\nTo the pack of Red Man that my paw-paw chewed\nThat red, thе red that runs through my blood\nIs something I'm damn proud of\nAnd man I love that I was raisеd on red\nYeah, raised on red\n[Verse 2: Justin Moore]\nDon't get me wrong, I love a green tractor\nAin’t nothing runs like a Deere\nI was baptized at a little white chapel\nJust like everybody else around here\n\n[Chorus: Justin Moore]\nRed\nRed on the back of my neck\nRed clay stained on my Chevrolet, caked on these boots\nTo the pack of Red Man that my paw-paw chewed\nThat red, the red that runs through my blood\nIs something I'm damn proud of\nMan I love that I was raised on red\nYeah, raised on red\n\n[Bridge: Heath Sanders]\nAnd it'll be pumping thru my veins\nTill the day they lay me in the grave\n\n[Chorus: Heath Sanders, Justin Moore, Both]\nRed\nRed on the back of my neck\nRed clay stains on my Chevrolet, caked on these boots\nTo the pack of Red Man that my paw-paw chewed\nThat red, the red that runs through my blood\nIs something I'm damn proud of\nMan I love that I was raised on red\nYeah, raised on red\n[Outro: Heath Sanders]\nThe good Lord could've chose any color to paint the sky where the sunset sits",7916493
My Words to Your Song FreetoUseLyrics-Profile4Details,misc,Pink Circle,2022,https://images.genius.com/98caf20be61c1dc2850fa64049625e59.1000x1000x1.png,91,"I figured you would want a real life,\nBut I'm the closest thing to a dream.\nOut there, alone, is where I like to roam,\nOne day I have to leave you on your own.\nFor someone that believes in fate,\nHow quickly this feeling dissipates.\nNow I run, trying to hold on,\nTo something that feels more wrong,\nNot to go on.\n\nAm I obligated to?\nLove a nothing that\nNever was and\nNever will be?\nI still want to say something,\nSay something.\nWhat, I don't know,\nDo you know?\nWhat I mean?\n\nI love you?\nI still love you?\nI still want you?\nI don't know.\n\nSo, I'll stare at my phone,\nRepetitions, skipping stone.\nI don't know if I still love you,\nOr ever truly love you,\nI guess I just really needed you,\nReally needed you to need me.\n\nIf I really wanted to let you go,\nWould I tell you to let go?\nI just wanted the echo,\nTo say something,\nTo hear something,\nA familiar voice not my own.\n\nBut will you really\nLove a nothing that\nNever was and\nNever will be?\nYou loved me?\nDid you ever love me?\nI don't know.",7916499
Eleggtroswing,pop,Jonochrome,2021,https://images.genius.com/59e41fa25d5ce80c4f19cdac1beafaeb.500x500x1.jpg,81,"[Verse]\nWelcome to Flumpty Bumpty's, it's your time\nTo beat the egg and leave this place behind\nYour brain is feeling scrambled, the end is out of sight\nBut if you hold on longer, you might survive the night\n\n[Chorus]\nIt's Flumpty Bumpty, it's Flumpty Bumpty (oooooo)\nIt's Flumpty Bumpty, it's Flumpty Bumpty (oooooo)",7916511
Hearteater,pop,Whales  Qoiet,2022,https://images.genius.com/25959fa8811e33aa7f015f54a82aa67e.1000x1000x1.png,140,"[Chorus]\nShe said scream your heart out\nShe said scream your aching heart out\nAnd no doubt, you'll still be goin' down the same road\nI don't need no other, all of these are bad habits\nI can't keep nobody\n\nRip my heart out\nShe said, sit still while I rip your heart out\nThen she put it in the back on the way out\nAll the time I wasted, actin' like an addict\nLike I ain't nobo-o-o-o...\n[Chorus]\nShe said scream your heart out\nShe said scream your aching heart out\nAnd no doubt, you'll still be goin' down the same road\nI don't need no other, all of these are bad habits\nI can't keep nobody\n\nRip my heart out\nShe said, sit still while I rip your hеart out\nThen she put it in the back on thе way out\nAll the time I wasted, actin' like an addict\nLike I ain't nobody-\n\n[Verse]\nI'm waiting on you\nThink I should've got away from the mess\nBut instead I'm just waiting on you\nReally need some Novocain, for my chest\nAnd I'm still waiting on you\nThink I should've got away from the mess\nBut instead I'm just waiting on you\nReally need some Novocain, for my chest\n\nAnd I'm still-\n\n[Drop]\n[Chorus]\nShe said scream your heart out\nShe said scream your aching heart out\nAnd no doubt, you'll still be goin' down the same road\nI don't need no other, all of these are bad habits\nI can't keep nobody\n\nRip my heart out\nShe said, sit still while I rip your heart out\nThen she put it in the back on the way out\nAll the time I wasted, actin' like an addict\nLike I ain't nobody-\n\n[Verse]\nI'm waiting on you\nThink I should've got away from the mess\nBut instead I'm just waiting on you\nReally need some Novocain, for my chest\nAnd I'm still waiting on you\nThink I should've got away from the mess\nBut instead I'm just waiting on you\nReally need some Novocain, for my chest\n\nAnd I'm still-\n\n[Drop]",7916532
Best Friend Single Version,pop,Chase Ceglie,2019,https://images.genius.com/d01e84037706dd21c23ca2d71af904b1.640x640x1.jpg,67,"1, 2, 3, 4\n\nYou were there\nYou're always there for\nAny little thing I need\nAnd, oh\nI love you for it\nOh, I love you for it\nOh, you know I do\n\nSun was shining up so brightly\nAnd anything is possible\nAnd, oh, I love you for it\nOh, I love you for it\nOh, you know I do\nYou give me all I want\nAnd all I need\nAnd all I want and\n\nYou give me all I need, oh\nTo belong\n\n‘Cause you were there\nYou're always there for\nAny little thing I need\nAnd, oh\nI love you for it\nOh, I love you for it\nOh, you know I do\n\n[Saxophone Solo]\n\nYou give me all I want\nAnd all I need\nAnd all I want and\n\nYou give me all I need\nTo belong",7916536
‎no regular,rap,GOONIE,2022,https://images.genius.com/be951313bcd7832355c581fa00a55879.1000x1000x1.jpg,61,"[Intro]\n(Nash Effect)\n(Rio)\nUh-uh, yeah\nUh, yeah, yeah\nUh-uh, yeah\n\n[Chorus]\nLook, this ain't no regular Dodge (Regular Dodge)\nThis ain't no regular watch (Regular watch)\nMy bitch ain't no regular broad (Regular broad)\nNah, this ain't no regular Glock (Regular Glock)\nIt's a box in this bitch, had clear out the block (Clear out the block)\nShe don't believe in me? She don't believe in God (She don't believe in God)\nMy diamonds fighting like Muhammad (Like Muhammad)\nI'm in the booth talking with Allah (Talking with Allah)\n[Verse]\nI got so many kids in this shit (Kids)\nBut I can't trip about no bitch (I can't trip)\nI fuck with my kidneys (Kidneys)\nI did it, I'm a gremlin, lil' bitch (Gremlin)\nThey like, ""Goon, you shitting"" (Shitting)\nOh shit, I guess I did it again (Did it)\nThе .45 bullets rip him (Rip him)\n\n[Chorus]\nLook, this ain't no regular Dodge (Rеgular Dodge)\nThis ain't no regular watch (Regular watch)\nMy bitch ain't no regular broad (Regular broad)\nNah, this ain't no regular Glock (Regular Glock)\nIt's a box in this bitch, had clear out the block (Clear out the block)\nShe don't believe in me? She don't believe in God (She don't believe in God)\nMy diamonds fighting like Muhammad (Like Muhammad)\nI'm in the booth talking with Allah (Talking with Allah)",7916551
